rt,url,experiment_phase,refresh_count,trial_type,trial_index,time_elapsed,experiment_name,assignment_id,hit_id,worker_id,turk_submit_to,preview_mode,outside_turk,start_time,condition,language,end_time,total_time,ip_address,version_date,anon_id,debug_mode,completion_code,seed,worker_info,platform,images,redirect_url,browser_events,success,screen_width,screen_height,window_width,window_height,form_name,form_id,instructions_viewed_count,view_history,responses,stimulus,form_data,is_prolific
17783.59999999404,,main,0,face-description-trial,4,61255,car_description_survey_2023-05-14,3OS4RQUCRGVKPB9LLMEZ4CIT4VCBFL,372AGES0JALLIKK2RB1ALEREDS7XRN,TP_1L2PMXPAUZBCQY2,,False,False,2023-05-15T13:08:53Z,car_description,english,2023-05-15T13:14:03Z,308418,"""192.168.0.2""",2023-05-14,kf6x000bkelu1at,False,5459600243-des-0534485396-crip,1684156133956,"{'assignmentId': '3OS4RQUCRGVKPB9LLMEZ4CIT4VCBFL', 'hitId': '372AGES0JALLIKK2RB1ALEREDS7XRN', 'workerId': 'TP_1L2PMXPAUZBCQY2', 'turkSubmitTo': '', 'previewMode': False, 'outsideTurk': False}",turk,"[95, 40, 31, 42, 58, 13, 83, 47, 74, 38]",,[],,,,,,,,,,{'Q0': 'I see a white car parked on a street with trees and a building in the background.'},https://tlab-objects.s3.us-east-2.amazonaws.com/cars/images/description/0047.png,,
19401.19999998808,,main,0,face-description-trial,5,80766,car_description_survey_2023-05-14,3OS4RQUCRGVKPB9LLMEZ4CIT4VCBFL,372AGES0JALLIKK2RB1ALEREDS7XRN,TP_1L2PMXPAUZBCQY2,,False,False,2023-05-15T13:08:53Z,car_description,english,2023-05-15T13:14:03Z,308418,"""192.168.0.2""",2023-05-14,kf6x000bkelu1at,False,5459600243-des-0534485396-crip,1684156133956,"{'assignmentId': '3OS4RQUCRGVKPB9LLMEZ4CIT4VCBFL', 'hitId': '372AGES0JALLIKK2RB1ALEREDS7XRN', 'workerId': 'TP_1L2PMXPAUZBCQY2', 'turkSubmitTo': '', 'previewMode': False, 'outsideTurk': False}",turk,"[95, 40, 31, 42, 58, 13, 83, 47, 74, 38]",,[],,,,,,,,,,{'Q0': 'A grey car parked on a road with trees in the background.'},https://tlab-objects.s3.us-east-2.amazonaws.com/cars/images/description/0095.png,,
22867.399999976158,,main,0,face-description-trial,6,103746,car_description_survey_2023-05-14,3OS4RQUCRGVKPB9LLMEZ4CIT4VCBFL,372AGES0JALLIKK2RB1ALEREDS7XRN,TP_1L2PMXPAUZBCQY2,,False,False,2023-05-15T13:08:53Z,car_description,english,2023-05-15T13:14:03Z,308418,"""192.168.0.2""",2023-05-14,kf6x000bkelu1at,False,5459600243-des-0534485396-crip,1684156133956,"{'assignmentId': '3OS4RQUCRGVKPB9LLMEZ4CIT4VCBFL', 'hitId': '372AGES0JALLIKK2RB1ALEREDS7XRN', 'workerId': 'TP_1L2PMXPAUZBCQY2', 'turkSubmitTo': '', 'previewMode': False, 'outsideTurk': False}",turk,"[95, 40, 31, 42, 58, 13, 83, 47, 74, 38]",,[],,,,,,,,,,{'Q0': 'Red car parked in a parking lot with a building in the background.'},https://tlab-objects.s3.us-east-2.amazonaws.com/cars/images/description/0013.png,,
17288.29999998212,,main,0,face-description-trial,7,121149,car_description_survey_2023-05-14,3OS4RQUCRGVKPB9LLMEZ4CIT4VCBFL,372AGES0JALLIKK2RB1ALEREDS7XRN,TP_1L2PMXPAUZBCQY2,,False,False,2023-05-15T13:08:53Z,car_description,english,2023-05-15T13:14:03Z,308418,"""192.168.0.2""",2023-05-14,kf6x000bkelu1at,False,5459600243-des-0534485396-crip,1684156133956,"{'assignmentId': '3OS4RQUCRGVKPB9LLMEZ4CIT4VCBFL', 'hitId': '372AGES0JALLIKK2RB1ALEREDS7XRN', 'workerId': 'TP_1L2PMXPAUZBCQY2', 'turkSubmitTo': '', 'previewMode': False, 'outsideTurk': False}",turk,"[95, 40, 31, 42, 58, 13, 83, 47, 74, 38]",,[],,,,,,,,,,{'Q0': 'A black car parked in a parking lot with a tre and other concrete in the background.'},https://tlab-objects.s3.us-east-2.amazonaws.com/cars/images/description/0074.png,,
20052.40000000596,,main,0,face-description-trial,8,141315,car_description_survey_2023-05-14,3OS4RQUCRGVKPB9LLMEZ4CIT4VCBFL,372AGES0JALLIKK2RB1ALEREDS7XRN,TP_1L2PMXPAUZBCQY2,,False,False,2023-05-15T13:08:53Z,car_description,english,2023-05-15T13:14:03Z,308418,"""192.168.0.2""",2023-05-14,kf6x000bkelu1at,False,5459600243-des-0534485396-crip,1684156133956,"{'assignmentId': '3OS4RQUCRGVKPB9LLMEZ4CIT4VCBFL', 'hitId': '372AGES0JALLIKK2RB1ALEREDS7XRN', 'workerId': 'TP_1L2PMXPAUZBCQY2', 'turkSubmitTo': '', 'previewMode': False, 'outsideTurk': False}",turk,"[95, 40, 31, 42, 58, 13, 83, 47, 74, 38]",,[],,,,,,,,,,{'Q0': 'A black car parked in a parking area with a cement fence around it.'},https://tlab-objects.s3.us-east-2.amazonaws.com/cars/images/description/0031.png,,
17057.80000001192,,main,0,face-description-trial,9,158482,car_description_survey_2023-05-14,3OS4RQUCRGVKPB9LLMEZ4CIT4VCBFL,372AGES0JALLIKK2RB1ALEREDS7XRN,TP_1L2PMXPAUZBCQY2,,False,False,2023-05-15T13:08:53Z,car_description,english,2023-05-15T13:14:03Z,308418,"""192.168.0.2""",2023-05-14,kf6x000bkelu1at,False,5459600243-des-0534485396-crip,1684156133956,"{'assignmentId': '3OS4RQUCRGVKPB9LLMEZ4CIT4VCBFL', 'hitId': '372AGES0JALLIKK2RB1ALEREDS7XRN', 'workerId': 'TP_1L2PMXPAUZBCQY2', 'turkSubmitTo': '', 'previewMode': False, 'outsideTurk': False}",turk,"[95, 40, 31, 42, 58, 13, 83, 47, 74, 38]",,[],,,,,,,,,,{'Q0': 'Grey car parked in a parking lot with trees and a building behind it.'},https://tlab-objects.s3.us-east-2.amazonaws.com/cars/images/description/0038.png,,
23939.0,,main,0,face-description-trial,10,182531,car_description_survey_2023-05-14,3OS4RQUCRGVKPB9LLMEZ4CIT4VCBFL,372AGES0JALLIKK2RB1ALEREDS7XRN,TP_1L2PMXPAUZBCQY2,,False,False,2023-05-15T13:08:53Z,car_description,english,2023-05-15T13:14:03Z,308418,"""192.168.0.2""",2023-05-14,kf6x000bkelu1at,False,5459600243-des-0534485396-crip,1684156133956,"{'assignmentId': '3OS4RQUCRGVKPB9LLMEZ4CIT4VCBFL', 'hitId': '372AGES0JALLIKK2RB1ALEREDS7XRN', 'workerId': 'TP_1L2PMXPAUZBCQY2', 'turkSubmitTo': '', 'previewMode': False, 'outsideTurk': False}",turk,"[95, 40, 31, 42, 58, 13, 83, 47, 74, 38]",,[],,,,,,,,,,{'Q0': 'Blue car parked on a street with trees in the background behind it.'},https://tlab-objects.s3.us-east-2.amazonaws.com/cars/images/description/0040.png,,
21587.09999999404,,main,0,face-description-trial,11,204229,car_description_survey_2023-05-14,3OS4RQUCRGVKPB9LLMEZ4CIT4VCBFL,372AGES0JALLIKK2RB1ALEREDS7XRN,TP_1L2PMXPAUZBCQY2,,False,False,2023-05-15T13:08:53Z,car_description,english,2023-05-15T13:14:03Z,308418,"""192.168.0.2""",2023-05-14,kf6x000bkelu1at,False,5459600243-des-0534485396-crip,1684156133956,"{'assignmentId': '3OS4RQUCRGVKPB9LLMEZ4CIT4VCBFL', 'hitId': '372AGES0JALLIKK2RB1ALEREDS7XRN', 'workerId': 'TP_1L2PMXPAUZBCQY2', 'turkSubmitTo': '', 'previewMode': False, 'outsideTurk': False}",turk,"[95, 40, 31, 42, 58, 13, 83, 47, 74, 38]",,[],,,,,,,,,,{'Q0': 'An orange car parked on a scenic area with hills in the background.'},https://tlab-objects.s3.us-east-2.amazonaws.com/cars/images/description/0042.png,,
18485.79999998212,,main,0,face-description-trial,12,222832,car_description_survey_2023-05-14,3OS4RQUCRGVKPB9LLMEZ4CIT4VCBFL,372AGES0JALLIKK2RB1ALEREDS7XRN,TP_1L2PMXPAUZBCQY2,,False,False,2023-05-15T13:08:53Z,car_description,english,2023-05-15T13:14:03Z,308418,"""192.168.0.2""",2023-05-14,kf6x000bkelu1at,False,5459600243-des-0534485396-crip,1684156133956,"{'assignmentId': '3OS4RQUCRGVKPB9LLMEZ4CIT4VCBFL', 'hitId': '372AGES0JALLIKK2RB1ALEREDS7XRN', 'workerId': 'TP_1L2PMXPAUZBCQY2', 'turkSubmitTo': '', 'previewMode': False, 'outsideTurk': False}",turk,"[95, 40, 31, 42, 58, 13, 83, 47, 74, 38]",,[],,,,,,,,,,{'Q0': 'White car parked in a parking lot with several buildings in front of it.'},https://tlab-objects.s3.us-east-2.amazonaws.com/cars/images/description/0058.png,,
27787.40000000596,,main,0,face-description-trial,13,250732,car_description_survey_2023-05-14,3OS4RQUCRGVKPB9LLMEZ4CIT4VCBFL,372AGES0JALLIKK2RB1ALEREDS7XRN,TP_1L2PMXPAUZBCQY2,,False,False,2023-05-15T13:08:53Z,car_description,english,2023-05-15T13:14:03Z,308418,"""192.168.0.2""",2023-05-14,kf6x000bkelu1at,False,5459600243-des-0534485396-crip,1684156133956,"{'assignmentId': '3OS4RQUCRGVKPB9LLMEZ4CIT4VCBFL', 'hitId': '372AGES0JALLIKK2RB1ALEREDS7XRN', 'workerId': 'TP_1L2PMXPAUZBCQY2', 'turkSubmitTo': '', 'previewMode': False, 'outsideTurk': False}",turk,"[95, 40, 31, 42, 58, 13, 83, 47, 74, 38]",,[],,,,,,,,,,"{'Q0': 'Yellow, green and orange car is parked in a parking lot with lots of trees and a building behind it.'}",https://tlab-objects.s3.us-east-2.amazonaws.com/cars/images/description/0083.png,,
39397.89999999851,,main,0,face-description-trial,4,199167,car_description_survey_2023-05-14,3F1567XTN3LYS7KX1IBXP5RHNXIQ9K,372AGES0JALLIKK2RB1ALEREDS7XRN,TP_1LAY5GRDCATUJZ2,,False,False,2023-05-15T13:10:26Z,car_description,english,2023-05-15T13:20:14Z,578889,"""192.168.0.2""",2023-05-14,o7651u49x3t4bfm,False,2357716232-des-9107148174-crip,1684156226382,"{'assignmentId': '3F1567XTN3LYS7KX1IBXP5RHNXIQ9K', 'hitId': '372AGES0JALLIKK2RB1ALEREDS7XRN', 'workerId': 'TP_1LAY5GRDCATUJZ2', 'turkSubmitTo': '', 'previewMode': False, 'outsideTurk': False}",turk,"[43, 76, 28, 84, 35, 70, 57, 98, 2, 39]",,[],,,,,,,,,,"{'Q0': 'Black car, kind old, looks 1980s decade design wise. Car outdoors on road. Grassy field in back.'}",https://tlab-objects.s3.us-east-2.amazonaws.com/cars/images/description/0070.png,,
29013.699999999255,,main,0,face-description-trial,5,228293,car_description_survey_2023-05-14,3F1567XTN3LYS7KX1IBXP5RHNXIQ9K,372AGES0JALLIKK2RB1ALEREDS7XRN,TP_1LAY5GRDCATUJZ2,,False,False,2023-05-15T13:10:26Z,car_description,english,2023-05-15T13:20:14Z,578889,"""192.168.0.2""",2023-05-14,o7651u49x3t4bfm,False,2357716232-des-9107148174-crip,1684156226382,"{'assignmentId': '3F1567XTN3LYS7KX1IBXP5RHNXIQ9K', 'hitId': '372AGES0JALLIKK2RB1ALEREDS7XRN', 'workerId': 'TP_1LAY5GRDCATUJZ2', 'turkSubmitTo': '', 'previewMode': False, 'outsideTurk': False}",turk,"[43, 76, 28, 84, 35, 70, 57, 98, 2, 39]",,[],,,,,,,,,,{'Q0': 'Light grey car. Kind old fashioned design. In a parking lot type area. Building in back.'},https://tlab-objects.s3.us-east-2.amazonaws.com/cars/images/description/0035.png,,
38868.5,,main,0,face-description-trial,6,267269,car_description_survey_2023-05-14,3F1567XTN3LYS7KX1IBXP5RHNXIQ9K,372AGES0JALLIKK2RB1ALEREDS7XRN,TP_1LAY5GRDCATUJZ2,,False,False,2023-05-15T13:10:26Z,car_description,english,2023-05-15T13:20:14Z,578889,"""192.168.0.2""",2023-05-14,o7651u49x3t4bfm,False,2357716232-des-9107148174-crip,1684156226382,"{'assignmentId': '3F1567XTN3LYS7KX1IBXP5RHNXIQ9K', 'hitId': '372AGES0JALLIKK2RB1ALEREDS7XRN', 'workerId': 'TP_1LAY5GRDCATUJZ2', 'turkSubmitTo': '', 'previewMode': False, 'outsideTurk': False}",turk,"[43, 76, 28, 84, 35, 70, 57, 98, 2, 39]",,[],,,,,,,,,,{'Q0': 'Back look of  car. Might be  light  black incolor. Outside on gravel road. Big rims on car.'},https://tlab-objects.s3.us-east-2.amazonaws.com/cars/images/description/0028.png,,
42196.10000000149,,main,0,face-description-trial,7,309572,car_description_survey_2023-05-14,3F1567XTN3LYS7KX1IBXP5RHNXIQ9K,372AGES0JALLIKK2RB1ALEREDS7XRN,TP_1LAY5GRDCATUJZ2,,False,False,2023-05-15T13:10:26Z,car_description,english,2023-05-15T13:20:14Z,578889,"""192.168.0.2""",2023-05-14,o7651u49x3t4bfm,False,2357716232-des-9107148174-crip,1684156226382,"{'assignmentId': '3F1567XTN3LYS7KX1IBXP5RHNXIQ9K', 'hitId': '372AGES0JALLIKK2RB1ALEREDS7XRN', 'workerId': 'TP_1LAY5GRDCATUJZ2', 'turkSubmitTo': '', 'previewMode': False, 'outsideTurk': False}",turk,"[43, 76, 28, 84, 35, 70, 57, 98, 2, 39]",,[],,,,,,,,,,{'Q0': 'Light grey van like car. Shape like square outside of front area. Parked outside. Low buildings in back.'},https://tlab-objects.s3.us-east-2.amazonaws.com/cars/images/description/0039.png,,
32233.099999999627,,main,0,face-description-trial,8,341917,car_description_survey_2023-05-14,3F1567XTN3LYS7KX1IBXP5RHNXIQ9K,372AGES0JALLIKK2RB1ALEREDS7XRN,TP_1LAY5GRDCATUJZ2,,False,False,2023-05-15T13:10:26Z,car_description,english,2023-05-15T13:20:14Z,578889,"""192.168.0.2""",2023-05-14,o7651u49x3t4bfm,False,2357716232-des-9107148174-crip,1684156226382,"{'assignmentId': '3F1567XTN3LYS7KX1IBXP5RHNXIQ9K', 'hitId': '372AGES0JALLIKK2RB1ALEREDS7XRN', 'workerId': 'TP_1LAY5GRDCATUJZ2', 'turkSubmitTo': '', 'previewMode': False, 'outsideTurk': False}",turk,"[43, 76, 28, 84, 35, 70, 57, 98, 2, 39]",,[],,,,,,,,,,"{'Q0': 'Black car big rims, old design looks bit worn out. In a lot maybe with small tree in back of it.'}",https://tlab-objects.s3.us-east-2.amazonaws.com/cars/images/description/0057.png,,
27925.900000000373,,main,0,face-description-trial,9,369955,car_description_survey_2023-05-14,3F1567XTN3LYS7KX1IBXP5RHNXIQ9K,372AGES0JALLIKK2RB1ALEREDS7XRN,TP_1LAY5GRDCATUJZ2,,False,False,2023-05-15T13:10:26Z,car_description,english,2023-05-15T13:20:14Z,578889,"""192.168.0.2""",2023-05-14,o7651u49x3t4bfm,False,2357716232-des-9107148174-crip,1684156226382,"{'assignmentId': '3F1567XTN3LYS7KX1IBXP5RHNXIQ9K', 'hitId': '372AGES0JALLIKK2RB1ALEREDS7XRN', 'workerId': 'TP_1LAY5GRDCATUJZ2', 'turkSubmitTo': '', 'previewMode': False, 'outsideTurk': False}",turk,"[43, 76, 28, 84, 35, 70, 57, 98, 2, 39]",,[],,,,,,,,,,"{'Q0': 'Dark blue car modern look, parked, grass in back. Rims big on it.'}",https://tlab-objects.s3.us-east-2.amazonaws.com/cars/images/description/0098.png,,
26556.699999999255,,main,0,face-description-trial,10,396621,car_description_survey_2023-05-14,3F1567XTN3LYS7KX1IBXP5RHNXIQ9K,372AGES0JALLIKK2RB1ALEREDS7XRN,TP_1LAY5GRDCATUJZ2,,False,False,2023-05-15T13:10:26Z,car_description,english,2023-05-15T13:20:14Z,578889,"""192.168.0.2""",2023-05-14,o7651u49x3t4bfm,False,2357716232-des-9107148174-crip,1684156226382,"{'assignmentId': '3F1567XTN3LYS7KX1IBXP5RHNXIQ9K', 'hitId': '372AGES0JALLIKK2RB1ALEREDS7XRN', 'workerId': 'TP_1LAY5GRDCATUJZ2', 'turkSubmitTo': '', 'previewMode': False, 'outsideTurk': False}",turk,"[43, 76, 28, 84, 35, 70, 57, 98, 2, 39]",,[],,,,,,,,,,{'Q0': 'Red car looks old and worn out. Parked in a spot. Grass and tress in back.'},https://tlab-objects.s3.us-east-2.amazonaws.com/cars/images/description/0043.png,,
31448.699999999255,,main,0,face-description-trial,11,428180,car_description_survey_2023-05-14,3F1567XTN3LYS7KX1IBXP5RHNXIQ9K,372AGES0JALLIKK2RB1ALEREDS7XRN,TP_1LAY5GRDCATUJZ2,,False,False,2023-05-15T13:10:26Z,car_description,english,2023-05-15T13:20:14Z,578889,"""192.168.0.2""",2023-05-14,o7651u49x3t4bfm,False,2357716232-des-9107148174-crip,1684156226382,"{'assignmentId': '3F1567XTN3LYS7KX1IBXP5RHNXIQ9K', 'hitId': '372AGES0JALLIKK2RB1ALEREDS7XRN', 'workerId': 'TP_1LAY5GRDCATUJZ2', 'turkSubmitTo': '', 'previewMode': False, 'outsideTurk': False}",turk,"[43, 76, 28, 84, 35, 70, 57, 98, 2, 39]",,[],,,,,,,,,,"{'Q0': 'Light red car, looks old 1970s decade design maybe. Slight worn out feel to it. Is parked in a lot. '}",https://tlab-objects.s3.us-east-2.amazonaws.com/cars/images/description/0002.png,,
